Pathway identifier,Pathway name,#Entities found,#Entities total,Entities ratio,Entities pValue,Entities FDR,#Reactions found,#Reactions total,Reactions ratio,Species identifier,Species name,Submitted entities found,Mapped entities,Found reaction identifiers
R-HSA-975155,"MyD88 dependent cascade initiated on endosome",30,103,0.0073262678711145885,1.1102230246251565E-16,1.6653345369377348E-15,54,62,0.005173564753004005,9606,Homo sapiens,"ATF2;RELA;IKBKB;MAPK9;RPS6KA3;MAPK8;RPS6KA5;IRAK1;RPS6KA2;RPS6KA1;MAPK1;MAP3K8;MAP2K7;BTRC;MAP3K7;MAPK3;MAP2K3;MAP2K4;MAP2K1;JUN;CHUK;FOS;MAPK14;NFKB1;DUSP6;NFKB2;TRAF6;MAPKAPK2;REL;TAB2;TAB1","","R-HSA-975118;R-HSA-975119;R-HSA-975115;R-HSA-975111;R-HSA-975106;R-HSA-198669;R-HSA-975134;R-HSA-450325;R-HSA-5609665;R-HSA-199959;R-HSA-203797;R-HSA-975125;R-HSA-450333;R-HSA-975122;R-HSA-975147;R-HSA-450337;R-HSA-975142;R-HSA-450222;R-HSA-450348;R-HSA-450346;R-HSA-975139;R-HSA-450358;R-HSA-451634;R-HSA-975180;R-HSA-451649;R-HSA-198731;R-HSA-168136;R-HSA-5684250;R-HSA-5684248;R-HSA-168140;R-HSA-199895;R-HSA-450257;R-HSA-166869;R-HSA-198746;R-HSA-975188;R-HSA-975185;R-HSA-168162;R-HSA-168166;R-HSA-5684275;R-HSA-199910;R-HSA-5684273;R-HSA-198756;R-HSA-199917;R-HSA-975103;R-HSA-450292;R-HSA-975100;R-HSA-5684261;R-HSA-168053;R-HSA-975097;R-HSA-168440;R-HSA-168184;R-HSA-199935;R-HSA-5684267;R-HSA-450296"
R-HSA-168181,"Toll Like Receptor 7/8 (TLR7/8) Cascade",30,103,0.0073262678711145885,1.1102230246251565E-16,1.6653345369377348E-15,54,63,0.005257009345794392,9606,Homo sapiens,"ATF2;RELA;IKBKB;MAPK9;RPS6KA3;MAPK8;RPS6KA5;IRAK1;RPS6KA2;RPS6KA1;MAPK1;MAP3K8;MAP2K7;BTRC;MAP3K7;MAPK3;MAP2K3;MAP2K4;MAP2K1;JUN;CHUK;FOS;MAPK14;NFKB1;DUSP6;NFKB2;TRAF6;MAPKAPK2;REL;TAB2;TAB1","","R-HSA-975118;R-HSA-975119;R-HSA-975115;R-HSA-975111;R-HSA-975106;R-HSA-198669;R-HSA-975134;R-HSA-450325;R-HSA-5609665;R-HSA-199959;R-HSA-203797;R-HSA-975125;R-HSA-450333;R-HSA-975122;R-HSA-975147;R-HSA-450337;R-HSA-975142;R-HSA-450222;R-HSA-450348;R-HSA-450346;R-HSA-975139;R-HSA-450358;R-HSA-451634;R-HSA-975180;R-HSA-451649;R-HSA-198731;R-HSA-168136;R-HSA-5684250;R-HSA-5684248;R-HSA-168140;R-HSA-199895;R-HSA-450257;R-HSA-166869;R-HSA-198746;R-HSA-975188;R-HSA-975185;R-HSA-168162;R-HSA-168166;R-HSA-5684275;R-HSA-199910;R-HSA-5684273;R-HSA-198756;R-HSA-199917;R-HSA-975103;R-HSA-450292;R-HSA-975100;R-HSA-5684261;R-HSA-168053;R-HSA-975097;R-HSA-168440;R-HSA-168184;R-HSA-199935;R-HSA-5684267;R-HSA-450296"
R-HSA-166058,"MyD88:MAL(TIRAP) cascade initiated on plasma membrane",31,111,0.007895298385375915,1.1102230246251565E-16,1.6653345369377348E-15,54,63,0.005257009345794392,9606,Homo sapiens,"ATF2;RELA;IKBKB;MAPK9;RPS6KA3;MAPK8;RPS6KA5;SOCS1;IRAK1;RPS6KA2;RPS6KA1;MAPK1;MAP3K8;MAP2K7;BTRC;MAP3K7;MAPK3;MAP2K3;MAP2K4;MAP2K1;JUN;CHUK;FOS;MAPK14;NFKB1;DUSP6;NFKB2;TRAF6;MAPKAPK2;REL;TAB2;TAB1","","R-HSA-166286;R-HSA-936963;R-HSA-166284;R-HSA-936960;R-HSA-198669;R-HSA-936991;R-HSA-450325;R-HSA-5609665;R-HSA-199959;R-HSA-936986;R-HSA-203797;R-HSA-450333;R-HSA-450337;R-HSA-450222;R-HSA-450348;R-HSA-450346;R-HSA-451634;R-HSA-166072;R-HSA-937034;R-HSA-937032;R-HSA-451649;R-HSA-198731;R-HSA-166091;R-HSA-168136;R-HSA-5684250;R-HSA-5684248;R-HSA-168140;R-HSA-937050;R-HSA-199895;R-HSA-2262775;R-HSA-450257;R-HSA-166869;R-HSA-166362;R-HSA-166363;R-HSA-198746;R-HSA-937044;R-HSA-2262777;R-HSA-168162;R-HSA-936942;R-HSA-168166;R-HSA-5684275;R-HSA-166119;R-HSA-199910;R-HSA-5684273;R-HSA-198756;R-HSA-199917;R-HSA-450292;R-HSA-5684261;R-HSA-168053;R-HSA-168440;R-HSA-168184;R-HSA-199935;R-HSA-5684267;R-HSA-450296"
R-HSA-1257604,"PIP3 activates AKT signaling",60,315,0.02240557649903976,1.1102230246251565E-16,1.6653345369377348E-15,73,86,0.007176234979973298,9606,Homo sapiens,"GSK3B;ATF2;GSK3A;IRS1;PTEN;RPTOR;CASP9;AKT2;AKT3;RAC2;MLST8;AKT1;RAC1;PDGFRB;PDGFRA;CHUK;PDPK1;GAB1;TSC2;VAV1;PIK3CA;TRAF6;AKT1S1;KIT;TP53;MET;SRC;FOXO4;FOXO3;FOXO1;EGFR;ERBB3;IRAK1;ERBB4;ERBB2;MAPK1;RICTOR;MAPK3;EGR1;JUN;BAD;PTPN11;MTOR;RHEB;RPS6KB2;MDM2;GRB2;FGFR4;FGFR3;FGFR2;FGFR1","","R-HSA-199299;R-HSA-199298;R-HSA-199425;R-HSA-8944650;R-HSA-8944522;R-HSA-2318752;R-HSA-8944397;R-HSA-8850945;R-HSA-199443;R-HSA-8944026;R-HSA-8944538;R-HSA-8850961;R-HSA-6811504;R-HSA-198298;R-HSA-199839;R-HSA-8948757;R-HSA-2317314;R-HSA-199456;R-HSA-8944684;R-HSA-2219524;R-HSA-6807106;R-HSA-8945709;R-HSA-6807105;R-HSA-8944047;R-HSA-6807118;R-HSA-8943780;R-HSA-8944420;R-HSA-2316429;R-HSA-8948775;R-HSA-2316434;R-HSA-6807126;R-HSA-8944569;R-HSA-8850997;R-HSA-199863;R-HSA-2317332;R-HSA-6811472;R-HSA-8850992;R-HSA-6807134;R-HSA-8944457;R-HSA-6807206;R-HSA-8943817;R-HSA-8857925;R-HSA-6807077;R-HSA-198599;R-HSA-8851011;R-HSA-8944078;R-HSA-198347;R-HSA-8948800;R-HSA-8944706;R-HSA-8943811;R-HSA-200143;R-HSA-8944454;R-HSA-198611;R-HSA-8948569;R-HSA-198609;R-HSA-198613;R-HSA-6811454;R-HSA-198621;R-HSA-8944599;R-HSA-198371;R-HSA-8944104;R-HSA-8847968;R-HSA-8948832;R-HSA-8944099;R-HSA-8944483;R-HSA-8847977;R-HSA-114542;R-HSA-8944632;R-HSA-198640;R-HSA-8943728;R-HSA-8944497;R-HSA-198270;R-HSA-5632939"
R-HSA-168188,"Toll Like Receptor TLR6:TLR2 Cascade",31,111,0.007895298385375915,1.1102230246251565E-16,1.6653345369377348E-15,54,65,0.005423898531375167,9606,Homo sapiens,"ATF2;RELA;IKBKB;MAPK9;RPS6KA3;MAPK8;RPS6KA5;SOCS1;IRAK1;RPS6KA2;RPS6KA1;MAPK1;MAP3K8;MAP2K7;BTRC;MAP3K7;MAPK3;MAP2K3;MAP2K4;MAP2K1;JUN;CHUK;FOS;MAPK14;NFKB1;DUSP6;NFKB2;TRAF6;MAPKAPK2;REL;TAB2;TAB1","","R-HSA-166286;R-HSA-936963;R-HSA-166284;R-HSA-936960;R-HSA-198669;R-HSA-936991;R-HSA-450325;R-HSA-5609665;R-HSA-199959;R-HSA-936986;R-HSA-203797;R-HSA-450333;R-HSA-450337;R-HSA-450222;R-HSA-450348;R-HSA-450346;R-HSA-451634;R-HSA-166072;R-HSA-937034;R-HSA-937032;R-HSA-451649;R-HSA-198731;R-HSA-166091;R-HSA-168136;R-HSA-5684250;R-HSA-5684248;R-HSA-168140;R-HSA-937050;R-HSA-199895;R-HSA-2262775;R-HSA-450257;R-HSA-166869;R-HSA-166362;R-HSA-166363;R-HSA-198746;R-HSA-937044;R-HSA-2262777;R-HSA-168162;R-HSA-936942;R-HSA-168166;R-HSA-5684275;R-HSA-166119;R-HSA-199910;R-HSA-5684273;R-HSA-198756;R-HSA-199917;R-HSA-450292;R-HSA-5684261;R-HSA-168053;R-HSA-168440;R-HSA-168184;R-HSA-199935;R-HSA-5684267;R-HSA-450296"
R-HSA-168179,"Toll Like Receptor TLR1:TLR2 Cascade",31,114,0.008108684828223913,1.1102230246251565E-16,1.6653345369377348E-15,54,65,0.005423898531375167,9606,Homo sapiens,"ATF2;RELA;IKBKB;MAPK9;RPS6KA3;MAPK8;RPS6KA5;SOCS1;IRAK1;RPS6KA2;RPS6KA1;MAPK1;MAP3K8;MAP2K7;BTRC;MAP3K7;MAPK3;MAP2K3;MAP2K4;MAP2K1;JUN;CHUK;FOS;MAPK14;NFKB1;DUSP6;NFKB2;TRAF6;MAPKAPK2;REL;TAB2;TAB1","","R-HSA-166286;R-HSA-936963;R-HSA-166284;R-HSA-936960;R-HSA-198669;R-HSA-936991;R-HSA-450325;R-HSA-5609665;R-HSA-199959;R-HSA-936986;R-HSA-203797;R-HSA-450333;R-HSA-450337;R-HSA-450222;R-HSA-450348;R-HSA-450346;R-HSA-451634;R-HSA-166072;R-HSA-937034;R-HSA-937032;R-HSA-451649;R-HSA-198731;R-HSA-166091;R-HSA-168136;R-HSA-5684250;R-HSA-5684248;R-HSA-168140;R-HSA-937050;R-HSA-199895;R-HSA-2262775;R-HSA-450257;R-HSA-166869;R-HSA-166362;R-HSA-166363;R-HSA-198746;R-HSA-937044;R-HSA-2262777;R-HSA-168162;R-HSA-936942;R-HSA-168166;R-HSA-5684275;R-HSA-166119;R-HSA-199910;R-HSA-5684273;R-HSA-198756;R-HSA-199917;R-HSA-450292;R-HSA-5684261;R-HSA-168053;R-HSA-168440;R-HSA-168184;R-HSA-199935;R-HSA-5684267;R-HSA-450296"
R-HSA-9006934,"Signaling by Receptor Tyrosine Kinases",82,521,0.03705811224126894,1.1102230246251565E-16,1.6653345369377348E-15,523,633,0.05282042723631509,9606,Homo sapiens,"FLT1;IRS1;FLT3;FLT4;IGF1R;RPS6KA3;RPS6KA5;RPS6KA2;GRAP2;AKT2;RPS6KA1;AKT3;KDR;MLST8;AKT1;RAC1;PRKACA;JAK2;PDGFRB;PDGFRA;PDPK1;PRKCD;GAB1;PRKCA;GAB2;MMP9;VAV1;DUSP6;RHOA;TIAM1;PIK3CA;MAPKAPK2;KIT;SOS1;MET;ROCK1;SHC1;SRC;EGFR;CDC42;PAK1;SOCS1;ERBB3;ERBB4;ERBB2;MAPK1;CSK;RICTOR;PLCG1;MAPK3;STAT1;STAT3;BRAF;PTPN11;MAPK14;MTOR;ITCH;BAX;CTNNB1;GRB2;TAB2;KRAS;PTPN6;FGFR4;FGFR3;FGFR2;FGFR1","","R-HSA-5654614;R-HSA-5654615;R-HSA-171011;R-HSA-5654612;R-HSA-5654608;R-HSA-1562641;R-HSA-1562640;R-HSA-5654622;R-HSA-5654623;R-HSA-5654620;R-HSA-5654618;R-HSA-198669;R-HSA-171026;R-HSA-5654596;R-HSA-5654597;R-HSA-5654594;R-HSA-203797;R-HSA-5654592;R-HSA-1250315;R-HSA-5654607;R-HSA-5654605;R-HSA-9036949;R-HSA-5654603;R-HSA-5654600;R-HSA-5654646;R-HSA-5685366;R-HSA-2317314;R-HSA-5654647;R-HSA-1250353;R-HSA-9036970;R-HSA-5654643;R-HSA-1250357;R-HSA-5654640;R-HSA-5654641;R-HSA-2428930;R-HSA-8875183;R-HSA-5654655;R-HSA-5654653;R-HSA-5654651;R-HSA-5654631;R-HSA-5654628;R-HSA-5654625;R-HSA-1250346;R-HSA-5654637;R-HSA-5654634;R-HSA-1250348;R-HSA-5654633;R-HSA-198731;R-HSA-8865994;R-HSA-198732;R-HSA-1250370;R-HSA-198746;R-HSA-1250383;R-HSA-1250380;R-HSA-8867047;R-HSA-5654582;R-HSA-382052;R-HSA-382055;R-HSA-8867044;R-HSA-5654578;R-HSA-8867041;R-HSA-198756;R-HSA-5654591;R-HSA-167019;R-HSA-5654586;R-HSA-5654587;R-HSA-382056;R-HSA-5654584;R-HSA-382058;R-HSA-5654566;R-HSA-5654565;R-HSA-5654562;R-HSA-5654560;R-HSA-5686318;R-HSA-5654575;R-HSA-9037040;R-HSA-5654573;R-HSA-5654571;R-HSA-5686315;R-HSA-5654569;R-HSA-109699;R-HSA-109701;R-HSA-109700;R-HSA-109702;R-HSA-1250463;R-HSA-1250462;R-HSA-1918092;R-HSA-1918095;R-HSA-167056;R-HSA-5654734;R-HSA-9026579;R-HSA-5654730;R-HSA-5654729;R-HSA-1250486;R-HSA-8941613;R-HSA-9034796;R-HSA-8934446;R-HSA-1250488;R-HSA-2316429;R-HSA-8941628;R-HSA-9034814;R-HSA-8941618;R-HSA-8863804;R-HSA-8941623;R-HSA-5654679;R-HSA-5654677;R-HSA-5654672;R-HSA-5654673;R-HSA-8934465;R-HSA-5654684;R-HSA-5654662;R-HSA-1250498;R-HSA-5654663;R-HSA-5654658;R-HSA-199895;R-HSA-5654659;R-HSA-9032798;R-HSA-8874079;R-HSA-8874078;R-HSA-5654669;R-HSA-5654667;R-HSA-5654664;R-HSA-5654709;R-HSA-8874083;R-HSA-8874082;R-HSA-199910;R-HSA-1295604;R-HSA-5654705;R-HSA-8874080;R-HSA-9034862;R-HSA-1295609;R-HSA-5654717;R-HSA-1549564;R-HSA-5654714;R-HSA-109807;R-HSA-1295613;R-HSA-199917;R-HSA-9034855;R-HSA-5654692;R-HSA-9034875;R-HSA-5654690;R-HSA-109813;R-HSA-109817;R-HSA-5654701;R-HSA-199935;R-HSA-109823;R-HSA-5654697;R-HSA-109822;R-HSA-9032073;R-HSA-1295634;R-HSA-8851842;R-HSA-179467;R-HSA-9032067;R-HSA-199959;R-HSA-8851859;R-HSA-1247497;R-HSA-5218645;R-HSA-5218643;R-HSA-5218642;R-HSA-8851866;R-HSA-5218640;R-HSA-1307955;R-HSA-8875431;R-HSA-8851877;R-HSA-1307963;R-HSA-187688;R-HSA-187698;R-HSA-167217;R-HSA-8875443;R-HSA-8851890;R-HSA-8851888;R-HSA-8851900;R-HSA-8875451;R-HSA-8851899;R-HSA-1306963;R-HSA-8851908;R-HSA-1306965;R-HSA-8851919;R-HSA-1306969;R-HSA-1306972;R-HSA-1306953;R-HSA-8851933;R-HSA-8875482;R-HSA-1306957;R-HSA-8875490;R-HSA-1306979;R-HSA-8851954;R-HSA-202111;R-HSA-6807008;R-HSA-202127;R-HSA-186765;R-HSA-5228992;R-HSA-6807027;R-HSA-205205;R-HSA-186773;R-HSA-186778;R-HSA-202137;R-HSA-8864029;R-HSA-186780;R-HSA-186786;R-HSA-8864036;R-HSA-9031981;R-HSA-205231;R-HSA-186798;R-HSA-4420083;R-HSA-5218815;R-HSA-5218814;R-HSA-205234;R-HSA-186800;R-HSA-5218813;R-HSA-5218812;R-HSA-5218811;R-HSA-205238;R-HSA-5218809;R-HSA-5218806;R-HSA-5218805;R-HSA-5218804;R-HSA-1236398;R-HSA-205244;R-HSA-8954185;R-HSA-186819;R-HSA-1524182;R-HSA-9026891;R-HSA-9026890;R-HSA-5674385;R-HSA-9026894;R-HSA-186826;R-HSA-9603419;R-HSA-6806957;R-HSA-8954179;R-HSA-434637;R-HSA-205262;R-HSA-1524186;R-HSA-8954182;R-HSA-9603420;R-HSA-186834;R-HSA-8954207;R-HSA-6806974;R-HSA-8851804;R-HSA-9603407;R-HSA-8954199;R-HSA-205286;R-HSA-9603445;R-HSA-8954208;R-HSA-8875374;R-HSA-205289;R-HSA-8864105;R-HSA-8851827;R-HSA-8954224;R-HSA-205306;R-HSA-8864125;R-HSA-9603437;R-HSA-8848005;R-HSA-6785636;R-HSA-205319;R-HSA-8875661;R-HSA-205321;R-HSA-8875659;R-HSA-205328;R-HSA-6785648;R-HSA-1963581;R-HSA-1963582;R-HSA-9612980;R-HSA-1963578;R-HSA-4420202;R-HSA-1470012;R-HSA-5218916;R-HSA-1470010;R-HSA-4420206;R-HSA-1470011;R-HSA-1470009;R-HSA-1963563;R-HSA-162363;R-HSA-8874685;R-HSA-198211;R-HSA-4420099;R-HSA-1251922;R-HSA-5218830;R-HSA-5218829;R-HSA-5218828;R-HSA-5218827;R-HSA-5218826;R-HSA-5218824;R-HSA-4420107;R-HSA-5218823;R-HSA-5218822;R-HSA-8951490;R-HSA-5218821;R-HSA-2730595;R-HSA-5218820;R-HSA-5218819;R-HSA-5218818;R-HSA-2730599;R-HSA-5218847;R-HSA-5218845;R-HSA-191062;R-HSA-5656064;R-HSA-4420117;R-HSA-5218841;R-HSA-1963589;R-HSA-5218839;R-HSA-5218838;R-HSA-4420121;R-HSA-5218836;R-HSA-5218832;R-HSA-1963586;R-HSA-9028328;R-HSA-4420128;R-HSA-5218855;R-HSA-5218854;R-HSA-5218852;R-HSA-5218851;R-HSA-4420143;R-HSA-5218850;R-HSA-4420140;R-HSA-1472121;R-HSA-1977958;R-HSA-1977959;R-HSA-198266;R-HSA-4420153;R-HSA-1251944;R-HSA-3928647;R-HSA-198270;R-HSA-8875523;R-HSA-5654224;R-HSA-1251992;R-HSA-8875531;R-HSA-1251997;R-HSA-8875540;R-HSA-198295;R-HSA-5654222;R-HSA-9603598;R-HSA-8875558;R-HSA-198315;R-HSA-1497784;R-HSA-8852019;R-HSA-9033276;R-HSA-8875568;R-HSA-182969;R-HSA-1252013;R-HSA-8875576;R-HSA-8875591;R-HSA-5654167;R-HSA-5654165;R-HSA-5654163;R-HSA-9033292;R-HSA-182986;R-HSA-182990;R-HSA-9033284;R-HSA-5654169;R-HSA-182994;R-HSA-5654151;R-HSA-5654148;R-HSA-182993;R-HSA-5654149;R-HSA-5654147;R-HSA-183002;R-HSA-5654159;R-HSA-1973956;R-HSA-5654157;R-HSA-212706;R-HSA-212710;R-HSA-212713;R-HSA-167674;R-HSA-8847995;R-HSA-183036;R-HSA-177922;R-HSA-177923;R-HSA-167683;R-HSA-177920;R-HSA-177926;R-HSA-194310;R-HSA-167686;R-HSA-177927;R-HSA-194311;R-HSA-177924;R-HSA-194308;R-HSA-167684;R-HSA-177925;R-HSA-177930;R-HSA-183051;R-HSA-177931;R-HSA-1433374;R-HSA-177934;R-HSA-177935;R-HSA-183055;R-HSA-183052;R-HSA-177933;R-HSA-177938;R-HSA-183058;R-HSA-9028505;R-HSA-177939;R-HSA-177936;R-HSA-177937;R-HSA-177942;R-HSA-177943;R-HSA-177941;R-HSA-183067;R-HSA-177944;R-HSA-177945;R-HSA-183072;R-HSA-5357429;R-HSA-190245;R-HSA-5654399;R-HSA-5357432;R-HSA-5654397;R-HSA-183084;R-HSA-5654392;R-HSA-9028519;R-HSA-190258;R-HSA-190256;R-HSA-183089;R-HSA-183094;R-HSA-9026493;R-HSA-190263;R-HSA-190260;R-HSA-190261;R-HSA-190265;R-HSA-190268;R-HSA-1433428;R-HSA-2404199;R-HSA-2404193;R-HSA-2404195;R-HSA-2404200;R-HSA-195408;R-HSA-1433415;R-HSA-1433410;R-HSA-195418;R-HSA-1433423;R-HSA-1433418;R-HSA-5686071;R-HSA-1433456;R-HSA-380780;R-HSA-1433471;R-HSA-9026531;R-HSA-380782;R-HSA-5686074;R-HSA-5686072;R-HSA-5686073;R-HSA-190326;R-HSA-1254251;R-HSA-1254248;R-HSA-1433454;R-HSA-1433451;R-HSA-1250195;R-HSA-1254291;R-HSA-1254290;R-HSA-1433488;R-HSA-2029465;R-HSA-1433501;R-HSA-1250189;R-HSA-1254285;R-HSA-5654514;R-HSA-1253300;R-HSA-8951586;R-HSA-8875817;R-HSA-169901;R-HSA-8875816;R-HSA-1253282;R-HSA-1433508;R-HSA-190385;R-HSA-190388;R-HSA-1433506;R-HSA-1250220;R-HSA-1433514;R-HSA-5654422;R-HSA-5654423;R-HSA-5654418;R-HSA-1358801;R-HSA-5654416;R-HSA-202692;R-HSA-190408;R-HSA-5654428;R-HSA-1253343;R-HSA-5654426;R-HSA-6800298;R-HSA-1977296;R-HSA-190413;R-HSA-5654425;R-HSA-5654406;R-HSA-5654407;R-HSA-1358790;R-HSA-5654404;R-HSA-74707;R-HSA-1358791;R-HSA-1433542;R-HSA-1253319;R-HSA-5654402;R-HSA-5357445;R-HSA-74711;R-HSA-170965;R-HSA-190427;R-HSA-74712;R-HSA-1358798;R-HSA-1253321;R-HSA-5654413;R-HSA-2428926;R-HSA-389086;R-HSA-1358792;R-HSA-1253325;R-HSA-5654408;R-HSA-389083;R-HSA-190429;R-HSA-5654409;R-HSA-2428922;R-HSA-1254386;R-HSA-170986;R-HSA-1254392;R-HSA-170991;R-HSA-74737;R-HSA-74736;R-HSA-5357472;R-HSA-198640;R-HSA-5357477;R-HSA-74740;R-HSA-5357479;R-HSA-74743;R-HSA-74742;R-HSA-74747;R-HSA-5357483;R-HSA-1254376;R-HSA-74746;R-HSA-74748"
R-HSA-5684996,"MAPK1/MAPK3 signaling",46,281,0.01998719681342912,1.1102230246251565E-16,1.6653345369377348E-15,38,46,0.0038384512683578105,9606,Homo sapiens,"SHC1;IRS1;FLT3;SRC;ARAF;EGFR;ERBB3;ERBB4;ERBB2;MAPK1;CSK;JAK2;IL6R;JAK1;MAPK3;PDGFRB;PDGFRA;MAP2K1;MAP2K2;DUSP1;BRAF;PTPN11;DUSP6;KIT;GRB2;KRAS;RAF1;IL6ST;SOS1;FGFR4;MET;FGFR3;MAP3K11;FGFR2;FGFR1","","R-HSA-5672980;R-HSA-5674132;R-HSA-5672978;R-HSA-5674130;R-HSA-5674387;R-HSA-5674385;R-HSA-5674140;R-HSA-5675417;R-HSA-5672966;R-HSA-5675206;R-HSA-5672965;R-HSA-5674373;R-HSA-5658435;R-HSA-5672960;R-HSA-5674496;R-HSA-5672961;R-HSA-112342;R-HSA-5672972;R-HSA-5672973;R-HSA-5672969;R-HSA-5672950;R-HSA-109857;R-HSA-5672951;R-HSA-5658231;R-HSA-109858;R-HSA-109860;R-HSA-5675376;R-HSA-109863;R-HSA-109862;R-HSA-5675198;R-HSA-5674366;R-HSA-109864;R-HSA-5675194;R-HSA-5674022;R-HSA-5675431;R-HSA-5674018;R-HSA-5675373;R-HSA-5675433"
R-HSA-168138,"Toll Like Receptor 9 (TLR9) Cascade",30,107,0.007610783128245252,1.1102230246251565E-16,1.6653345369377348E-15,54,66,0.005507343124165554,9606,Homo sapiens,"ATF2;RELA;IKBKB;MAPK9;RPS6KA3;MAPK8;RPS6KA5;IRAK1;RPS6KA2;RPS6KA1;MAPK1;MAP3K8;MAP2K7;BTRC;MAP3K7;MAPK3;MAP2K3;MAP2K4;MAP2K1;JUN;CHUK;FOS;MAPK14;NFKB1;DUSP6;NFKB2;TRAF6;MAPKAPK2;REL;TAB2;TAB1","","R-HSA-975118;R-HSA-975119;R-HSA-975115;R-HSA-975111;R-HSA-975106;R-HSA-198669;R-HSA-975134;R-HSA-450325;R-HSA-5609665;R-HSA-199959;R-HSA-203797;R-HSA-975125;R-HSA-450333;R-HSA-975122;R-HSA-975147;R-HSA-450337;R-HSA-975142;R-HSA-450222;R-HSA-450348;R-HSA-450346;R-HSA-975139;R-HSA-450358;R-HSA-451634;R-HSA-975180;R-HSA-451649;R-HSA-198731;R-HSA-168136;R-HSA-5684250;R-HSA-5684248;R-HSA-168140;R-HSA-199895;R-HSA-450257;R-HSA-166869;R-HSA-198746;R-HSA-975188;R-HSA-975185;R-HSA-168162;R-HSA-168166;R-HSA-5684275;R-HSA-199910;R-HSA-5684273;R-HSA-198756;R-HSA-199917;R-HSA-975103;R-HSA-450292;R-HSA-975100;R-HSA-5684261;R-HSA-168053;R-HSA-975097;R-HSA-168440;R-HSA-168184;R-HSA-199935;R-HSA-5684267;R-HSA-450296"
R-HSA-937061,"TRIF(TICAM1)-mediated TLR4 signaling ",32,107,0.007610783128245252,1.1102230246251565E-16,1.6653345369377348E-15,46,57,0.004756341789052069,9606,Homo sapiens,"ATF2;RELA;IKBKB;MAPK9;RPS6KA3;MAPK8;RPS6KA5;CASP8;IRAK1;RPS6KA2;RPS6KA1;MAPK1;MAP3K8;MAP2K7;BTRC;MAP3K7;MAPK3;MAP2K3;MAP2K4;MAP2K1;JUN;CHUK;PTPN11;FOS;MAPK14;NFKB1;DUSP6;NFKB2;TRAF6;MAPKAPK2;REL;TAB2;TAB1","","R-HSA-451649;R-HSA-198731;R-HSA-2562541;R-HSA-168136;R-HSA-937029;R-HSA-5684250;R-HSA-5684248;R-HSA-168140;R-HSA-198669;R-HSA-168915;R-HSA-450325;R-HSA-5609665;R-HSA-199959;R-HSA-199895;R-HSA-203797;R-HSA-450257;R-HSA-936985;R-HSA-198746;R-HSA-450333;R-HSA-168162;R-HSA-2562564;R-HSA-168166;R-HSA-5684275;R-HSA-199910;R-HSA-450337;R-HSA-5684273;R-HSA-198756;R-HSA-450222;R-HSA-450348;R-HSA-450346;R-HSA-199917;R-HSA-450358;R-HSA-450292;R-HSA-5684261;R-HSA-451634;R-HSA-936952;R-HSA-168053;R-HSA-936951;R-HSA-168440;R-HSA-168184;R-HSA-199935;R-HSA-5684267;R-HSA-937075;R-HSA-936947;R-HSA-166271;R-HSA-450296"
R-HSA-181438,"Toll Like Receptor 2 (TLR2) Cascade",31,114,0.008108684828223913,1.1102230246251565E-16,1.6653345369377348E-15,54,67,0.0055907877169559415,9606,Homo sapiens,"ATF2;RELA;IKBKB;MAPK9;RPS6KA3;MAPK8;RPS6KA5;SOCS1;IRAK1;RPS6KA2;RPS6KA1;MAPK1;MAP3K8;MAP2K7;BTRC;MAP3K7;MAPK3;MAP2K3;MAP2K4;MAP2K1;JUN;CHUK;FOS;MAPK14;NFKB1;DUSP6;NFKB2;TRAF6;MAPKAPK2;REL;TAB2;TAB1","","R-HSA-166286;R-HSA-936963;R-HSA-166284;R-HSA-936960;R-HSA-198669;R-HSA-936991;R-HSA-450325;R-HSA-5609665;R-HSA-199959;R-HSA-936986;R-HSA-203797;R-HSA-450333;R-HSA-450337;R-HSA-450222;R-HSA-450348;R-HSA-450346;R-HSA-451634;R-HSA-166072;R-HSA-937034;R-HSA-937032;R-HSA-451649;R-HSA-198731;R-HSA-166091;R-HSA-168136;R-HSA-5684250;R-HSA-5684248;R-HSA-168140;R-HSA-937050;R-HSA-199895;R-HSA-2262775;R-HSA-450257;R-HSA-166869;R-HSA-166362;R-HSA-166363;R-HSA-198746;R-HSA-937044;R-HSA-2262777;R-HSA-168162;R-HSA-936942;R-HSA-168166;R-HSA-5684275;R-HSA-166119;R-HSA-199910;R-HSA-5684273;R-HSA-198756;R-HSA-199917;R-HSA-450292;R-HSA-5684261;R-HSA-168053;R-HSA-168440;R-HSA-168184;R-HSA-199935;R-HSA-5684267;R-HSA-450296"
R-HSA-199418,"Negative regulation of the PI3K/AKT network",36,133,0.009460132299594566,1.1102230246251565E-16,1.6653345369377348E-15,8,10,8.344459279038719E-4,9606,Homo sapiens,"IRS1;SRC;PTEN;EGFR;IRAK1;ERBB3;ERBB4;AKT2;AKT3;ERBB2;RAC2;MAPK1;AKT1;RAC1;MAPK3;PDGFRB;PDGFRA;GAB1;PTPN11;VAV1;PIK3CA;TRAF6;KIT;GRB2;FGFR4;MET;FGFR3;FGFR2;FGFR1","","R-HSA-199443;R-HSA-2316434;R-HSA-199425;R-HSA-8857925;R-HSA-199456;R-HSA-6811504;R-HSA-6811472;R-HSA-6811454"
